group_id,confidence,confidence_score,recommendation,perusahaan_id,nama_usaha,alamat,your_reasoning
DUP_982,PROBABLE_DUPLICATE,86,MERGE,55494964,US BU RESKY <RESKY ANGRYANI>,"Jl. Pinisi, RT 2/RW 3","Nama sangat mirip, alamat/GPS mendukung"
DUP_982,PROBABLE_DUPLICATE,86,MERGE,55796021,USAHA RESKY <RESKY ANGRYANI>,"Jl. Pinisi, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_983,DEFINITE_DUPLICATE,95,MERGE,55494975,KIOS HANDAYANI <EMY HANDAYANI>,"jalan takkalao, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_983,DEFINITE_DUPLICATE,95,MERGE,55857374,KIOS EMY <EMY HANDAYANI>,"Jl takkalao, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_984,DEFINITE_DUPLICATE,95,MERGE,55494987,JUAL BERAS AINA <AINA>,"Jalan kijang, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_984,DEFINITE_DUPLICATE,95,MERGE,56004616,JUAL BERAS <AINA>,"Jln bau maseppe, RT 3/RW 2","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_985,PROBABLE_DUPLICATE,89,MERGE,55495099,US. JUAL BAKSO KELILING <SAHARUDDIN>,"UJUNG BULU, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_985,PROBABLE_DUPLICATE,89,MERGE,55518684,US. JUAL BAKSO KELILING <SUDIRMAN>,"UJUNG BULU, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_986,PROBABLE_DUPLICATE,85,MERGE,55495120,WISMA TRANSIT <ILHAM SYAMSURYA>,"jl a.cammi, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_986,PROBABLE_DUPLICATE,85,MERGE,55606889,WISMA TIDAR <ILHAM SYAMSURYA>,"jl a.cammi, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_987,PROBABLE_DUPLICATE,85,MERGE,55495311,JUAL MAKANAN JADI <SYAMSIAH>,"JLN- TIRO SOMPE, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_987,PROBABLE_DUPLICATE,85,MERGE,55705244,JUAL MAKANAN JADI <SUKARSI>,"JLN- TIRO SOMPE, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_988,DEFINITE_DUPLICATE,95,MERGE,55495436,KIOS ELIS <ELIS ABD RAHIM>,"Jl. Jend. Sudirman, bumi harapan, bacukiki barat, parepare, RT 2/RW 5","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_988,DEFINITE_DUPLICATE,95,MERGE,55599888,KIOS ELIS <ELIS ABD RAHIM>,"JALAN JENDRAL SUDIRMAN, RT 2/RW 5","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_989,DEFINITE_DUPLICATE,88,MERGE,55496565,TOKO AMAN <ARIFIN BURANNA>,"jl  laupe, RT 1/RW 4","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_989,DEFINITE_DUPLICATE,88,MERGE,55519409,Toko Aman <ARIFIN BURHAN>,"Jalan Laupe, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_989,DEFINITE_DUPLICATE,88,MERGE,56034964,KIOS AMAN <ARIFIN BURHAN>,"jalan laupe, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_990,PROBABLE_DUPLICATE,78,MERGE,55507943,KIOS SANTI <SANTI>,"jl titang, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_990,PROBABLE_DUPLICATE,78,MERGE,55522712,KIOS ANTI <ANTI>,"Jl.kijang, RT 2/RW 8","Nama sangat mirip, alamat/GPS mendukung"
DUP_990,PROBABLE_DUPLICATE,78,MERGE,55703917,KIOS SANTI <SANTI>,"labukkang, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_990,PROBABLE_DUPLICATE,78,MERGE,55943832,KIOS ANTI <VUNIANTI>,"jl kijang, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_991,DEFINITE_DUPLICATE,95,MERGE,55508345,KIOS SALLANG <SALLANG>,"jl irian, RT 1/RW 9","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_991,DEFINITE_DUPLICATE,95,MERGE,55646261,KIOS SALLANG <SALLANG>,"Jl irian no 1, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_992,DEFINITE_DUPLICATE,95,MERGE,55508557,KIOS ERNI <ERNI>,"Jl. A. Makassau timur lr maspul, RT 2/RW 8","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_992,DEFINITE_DUPLICATE,95,MERGE,55515117,KIOS ERNI <ERNI>,"JL ANDI MAKKASAU TIMUR,LRG MASPUL, RT 2/RW 8","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_993,DEFINITE_DUPLICATE,95,MERGE,55508650,KIOS ANGGA <ANGGA RENALDI>,"jalan mayor abdullah zainuddin, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_993,DEFINITE_DUPLICATE,95,MERGE,55572553,KIOS ANGGA <ANGGA RENALDI>,"Jl.Kijang, RT 1/RW 8","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_994,PROBABLE_DUPLICATE,88,MERGE,55508707,JAHIT HARIATI <HARIATI P>,"Jl. Agussalim, RT 3/RW 2","Nama sangat mirip, alamat/GPS mendukung"
DUP_994,PROBABLE_DUPLICATE,88,MERGE,55913443,PENJAHIT IBU HARIATI <HARIATI P>,"Jl. Agussalim, RT 3/RW 2","Nama sangat mirip, alamat/GPS mendukung"
DUP_995,DEFINITE_DUPLICATE,95,MERGE,55509079,KIOS ANIT <ANITA>,"jalan sapta sazilia, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_995,DEFINITE_DUPLICATE,95,MERGE,55883027,KIOS ANITA <ANITA>,"Jl.baso dg.ngerang no.5, RT 2/RW 1","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_996,PROBABLE_DUPLICATE,85,MERGE,55509173,KIOS RAHMAT <SUARNI>,"jalan lappa angin, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_996,PROBABLE_DUPLICATE,85,MERGE,55883131,KIOS RAHMAT <SAHARIA>,"jalan lasangga, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_997,DEFINITE_DUPLICATE,95,MERGE,55509398,KIOS AAN <ROHANI>,"Jl. Pesanggrahan, RT 2/RW 8","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_997,DEFINITE_DUPLICATE,95,MERGE,55578685,KIOS AAN <ROHANI>,"Jl. Pesanggrahan terminal, lumpue parepare, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_998,PROBABLE_DUPLICATE,85,MERGE,55509646,KIOS NURHAYATI <NURHAYATI>,"jl.m jabal nur, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_998,PROBABLE_DUPLICATE,85,MERGE,55884421,KIOS NURHAYATI <NURHAYATI>,"Jl. M. Jabal nur batra, RT 4/RW 5","Nama sangat mirip, alamat/GPS mendukung"
DUP_999,DEFINITE_DUPLICATE,95,MERGE,55510509,KEDAI MAKANAN <HASNAH>,"Sumur jodoh, RT 1/RW 5","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_999,DEFINITE_DUPLICATE,95,MERGE,55577353,KEDAI MAKANAN <HASNAH>,"Sumur jodoh, RT 1/RW 5","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1000,PROBABLE_DUPLICATE,86,MERGE,55510711,KEDAI KASIH <RINI ARIANI>,"Jalan kapten H. Lanca, RT 2/RW 3","Nama sangat mirip, alamat/GPS mendukung"
DUP_1000,PROBABLE_DUPLICATE,86,MERGE,56005945,KEDAI RANI <RINI ARIANI>,"jl kapten h lanca, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1001,PROBABLE_DUPLICATE,85,MERGE,55511129,ES TEA NUSANTARA <YUNIAR THAMRIN>,"jl jambu, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1001,PROBABLE_DUPLICATE,85,MERGE,55729403,ES TEH NUSANTARA <YUNIAR THAMRIN>,"Jl.jambu no.38, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1002,PROBABLE_DUPLICATE,87,MERGE,55511136,PENJUAL NASI KUNING MURNI <VERARIANTI.A>,"Btn citra buana mas blok 1, RT 2/RW 10","Nama sangat mirip, alamat/GPS mendukung"
DUP_1002,PROBABLE_DUPLICATE,87,MERGE,55672335,JUAL NASI KUNING <VERARIANTI.A>,"Btn citra buana mas blok lhr 1, RT 2/RW 10","Nama sangat mirip, alamat/GPS mendukung"
DUP_1003,DEFINITE_DUPLICATE,95,MERGE,55511340,WARUNG SANAWIA <SANAWIA>,"Jl.  H. A. M. Arsyad lr menara, RT 2/RW 1","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1003,DEFINITE_DUPLICATE,95,MERGE,55517514,WARUNG MAKAN SANAWIA <SANAWIA>,"jl jambu, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1004,DEFINITE_DUPLICATE,95,MERGE,55511542,KIOS HJ MUNAWARAH <HJ MUNAWARAH>,"jl industri kecil, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1004,DEFINITE_DUPLICATE,95,MERGE,55737058,KIOS HJ. MUNAWARAH <MUNAWARAH>,"Jl. Industri kecil, RT 2/RW 8","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1005,PROBABLE_DUPLICATE,88,MERGE,55511794,RUMAH JAHIT FATMAWATI <FATMAWATI>,"jl lr pelita, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1005,PROBABLE_DUPLICATE,88,MERGE,55672972,RUMAH JAHIT MARWATI <MARWATI>,"jl lr pelita, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1006,DEFINITE_DUPLICATE,95,MERGE,55512001,RUMAH KOST DAVID 2 <DAVID PATORAK>,"Jl. Jend. Sudirman lr.36, RT 2/RW 5","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1006,DEFINITE_DUPLICATE,95,MERGE,55672762,RUMAH KOS DAVID <DAVID PATORAK>,"Jl. Jend. Sudirman lr.36, RT 2/RW 5","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1007,DEFINITE_DUPLICATE,95,MERGE,55512300,KUE YUSRIANI <YUSRIANI>,"Jl. Abd rasyid no20 b, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1007,DEFINITE_DUPLICATE,95,MERGE,55674654,CAKE YUSRIANI <YUSRIANI>,"Jl abd rasyid no 20 B, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1008,DEFINITE_DUPLICATE,95,MERGE,55512485,MENJUAL MAKANAN <Annisa paddo>,"jl.h.m arsyad, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1008,DEFINITE_DUPLICATE,95,MERGE,55524093,MENJUAL MAKANAN <Annisa paddo>,"jln. h.m arsyad, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1009,DEFINITE_DUPLICATE,95,MERGE,55512575,KIOS TAUFAN <TAUPAN TAKKA>,"Jalan jendral sudirman, RT 2/RW 2","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1009,DEFINITE_DUPLICATE,95,MERGE,55596894,KIOS TAUPAN <TAUPAN TAKKA>,"Jl. Jendral Sudirman, RT 2/RW 2","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1010,PROBABLE_DUPLICATE,89,MERGE,55512788,KUE NURTANTI <NURTANTI>,"Jl kesuma timur, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1010,PROBABLE_DUPLICATE,89,MERGE,55912833,KUE IBU NURTANTI <NURTANTI>,"jalan kesuma timur, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1011,DEFINITE_DUPLICATE,88,MERGE,55512878,WAMBER MOTOR <ABU>,"Jl. Bau massepe no. 17, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1011,DEFINITE_DUPLICATE,88,MERGE,55972583,WAMBER MOTOR <ABU>,"Jl.  Bau Massepe No. 17, RT 2/RW 2","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1011,DEFINITE_DUPLICATE,88,MERGE,97494265,WAMBER MOTOR,JALAN BAUMASSEPE NO 17,"Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1012,DEFINITE_DUPLICATE,95,MERGE,55512997,USAHA KEMBANG BERSAHAJA <SAID>,"jl.latasakka ( tonrangan tengah), RT 1/RW 2","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1012,DEFINITE_DUPLICATE,95,MERGE,55852967,USAHA KEMBANG BERSAHAJA <SAID>,"Jl. Latassakka, RT 2/RW 3","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1013,PROBABLE_DUPLICATE,85,MERGE,55513264,US PAK BRYAN <BRUAN RICHKAARD>,"Jl. Komp pu, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1013,PROBABLE_DUPLICATE,85,MERGE,55851399,KIOS BRYAN <BRUAN RICHKAARD>,"jl malusetasi, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1014,PROBABLE_DUPLICATE,85,MERGE,55513545,ES CINCAU AREN <ABD. ASIS>,"JALAN MANGGA TENGAH, RT 2/RW 5","Nama sangat mirip, alamat/GPS mendukung"
DUP_1014,PROBABLE_DUPLICATE,85,MERGE,55525790,ES CINCAU GULA AREN <ABD. ASIS>,"JALAN TINUMBU, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1015,PROBABLE_DUPLICATE,85,MERGE,55513826,KIOS BU MUSTIKA <MUSTIKA RATU>,"Jalan Karaeng Burane, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1015,PROBABLE_DUPLICATE,85,MERGE,55611023,KEDAI MUSTIKA <MUSTIKA RATU>,"Anjungan Cempae, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1016,PROBABLE_DUPLICATE,85,MERGE,55514091,KIOS NANNA <NANNA>,"Jl taebe, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1016,PROBABLE_DUPLICATE,85,MERGE,55522512,KIOS JANNA <NURJANNA>,"Jl. Pertamina, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1017,PROBABLE_DUPLICATE,85,MERGE,55514416,JAHIT RATNA <ratna rachman>,"Jalan wirabuana, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1017,PROBABLE_DUPLICATE,85,MERGE,55910161,PENJAHIT BU RATNA <ratna rachman>,"Jl. Padat karya, RT 1/RW 6","Nama sangat mirip, alamat/GPS mendukung"
DUP_1018,PROBABLE_DUPLICATE,85,MERGE,55515155,KEDAI MAKANAN <JUMASIA>,"Jend m yusuf, RT 2/RW 1","Nama sangat mirip, alamat/GPS mendukung"
DUP_1018,PROBABLE_DUPLICATE,85,MERGE,55527004,KEDAI MAKANAN <RUSLI>,"Jend m yusuf, RT 2/RW 1","Nama sangat mirip, alamat/GPS mendukung"
DUP_1019,DEFINITE_DUPLICATE,95,MERGE,55515219,KIOS DODO <ARTIYAH>,"Jl. Atletik, RT 4/RW 1","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1019,DEFINITE_DUPLICATE,95,MERGE,55550459,KIOS DODO <ARTIYAH>,"Jalan atletik, RT 4/RW 1","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1020,PROBABLE_DUPLICATE,85,MERGE,55515389,KIOS RIBKA <RIBKA BINGI>,"jl industri, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1020,PROBABLE_DUPLICATE,85,MERGE,55792049,TOKO RIBKA <RIBKA BINGI>,"Jl. Sawi utara no.45, RT 1/RW 5","Nama sangat mirip, alamat/GPS mendukung"
DUP_1021,DEFINITE_DUPLICATE,95,MERGE,55515672,KIOS ERNAWATI <HJ AISYAH>,"jalan bukit madani, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1021,DEFINITE_DUPLICATE,95,MERGE,55580699,KIOS ERNAWATI <HJ AISYAH>,"BTN LAPADDE MAS, RT 3/RW 9","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1022,DEFINITE_DUPLICATE,95,MERGE,55515907,US.HJ INTAN <HJ INTAN>,"Jl. Muh ishak, RT 1/RW 2","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1022,DEFINITE_DUPLICATE,95,MERGE,55727848,USAHA HJ. INTAN <HJ INTAN>,"Jl. Muh. Ishak No. 37B, RT 1/RW 2","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1023,PROBABLE_DUPLICATE,85,MERGE,55516060,KEDAI SURYANI <SURYANI>,"Anjungan cempae, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1023,PROBABLE_DUPLICATE,85,MERGE,55581928,KEDAI SURYANTI A. <SURYANTI A.>,"Anjungan cempae, RT 3/RW 6","Nama sangat mirip, alamat/GPS mendukung"
DUP_1024,PROBABLE_DUPLICATE,85,MERGE,55517295,JUALAN ARIEL <ISMAIL HAMMA>,"Jl. Jend. Sudirman no 25 A, RT 1/RW 2","Nama sangat mirip, alamat/GPS mendukung"
DUP_1024,PROBABLE_DUPLICATE,85,MERGE,55525892,JUALAN ALISA <ISMAIL HAMMA>,"Lorong mesjid al iksan jln. Jend. Sudirman, RT 1/RW 2","Nama sangat mirip, alamat/GPS mendukung"
DUP_1025,PROBABLE_DUPLICATE,85,MERGE,55517452,KIOS MAMES <IIS DAHLIA>,"perumahan bukit sahara, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1025,PROBABLE_DUPLICATE,85,MERGE,55911446,KIOS MAMA MEISYA <IIS DAHLIA>,"BTN Bukit Zahara 2, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1026,DEFINITE_DUPLICATE,95,MERGE,55517740,KIOS ABD RASYID <ABD RASYID>,"Jl singa, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1026,DEFINITE_DUPLICATE,95,MERGE,55735140,KIOS ABD RASYID <ABD RASYID>,"jl singa, RT 2/RW 4","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1027,PROBABLE_DUPLICATE,85,MERGE,55517810,PENJUAL SAYUR YOHANA <YOHANA. P>,"jl bukit indah, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1027,PROBABLE_DUPLICATE,85,MERGE,55913521,JUALAN SAYUR YOHANA <YOHANA.P>,"bukit indah, RT 3/RW 9","Nama sangat mirip, alamat/GPS mendukung"
DUP_1028,PROBABLE_DUPLICATE,85,MERGE,55517889,toko aisyah <DENTI MALA>,"Jl. Samparaja no 29, RT 3/RW 2","Nama sangat mirip, alamat/GPS mendukung"
DUP_1028,PROBABLE_DUPLICATE,85,MERGE,55733038,KIOS AISYAH <DENTI MALA>,"Jalan samparaja, RT 3/RW 2","Nama sangat mirip, alamat/GPS mendukung"
DUP_1029,DEFINITE_DUPLICATE,95,MERGE,55518006,ANNISA FROZEN FOOD <A. TENRI SANAH>,"Jalan Lanu mang, RT 2/RW 8","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1029,DEFINITE_DUPLICATE,95,MERGE,55644194,ANNISA FROZEN FOOD <A. TENRI SANAH>,"Jalan Lanumang no.22A, RT 1/RW 6","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1030,PROBABLE_DUPLICATE,85,MERGE,55518034,USAHA ASIAH <ASIAH>,"Jl. Bau Massepe Kompleks Pasar sumpang minangae, RT 4/RW 2","Nama sangat mirip, alamat/GPS mendukung"
DUP_1030,PROBABLE_DUPLICATE,85,MERGE,56006000,USAHA ALIAH <ALIAH>,"Komplek pasar sumpang minangae, RT 4/RW 2","Nama sangat mirip, alamat/GPS mendukung"
DUP_1031,DEFINITE_DUPLICATE,95,MERGE,55518277,PUTU HJ. BOCANG <HJ. BOCANG>,"Jalan melingkar, RT 3/RW 9","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1031,DEFINITE_DUPLICATE,95,MERGE,55553520,PUTU HJ BOCANG <HJ. BOCANG>,"jalan melingkar, RT 3/RW 9","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1032,PROBABLE_DUPLICATE,89,MERGE,55518338,MI AYU <AYU AMALIA>,"Jl h p cara, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1032,PROBABLE_DUPLICATE,89,MERGE,55597885,KIOS AYU <AYU AMALIA>,"Jl. H. P. Cara, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1033,DEFINITE_DUPLICATE,95,MERGE,55518697,TOKO MEGA UTAMA <MEGAWATI SE>,"jalan andi cammi, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1033,DEFINITE_DUPLICATE,95,MERGE,55940741,MEGA UTAMA <MEGAWATI SE>,"Jl. Andi cammi 32, RT 1/RW 1","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1034,DEFINITE_DUPLICATE,95,MERGE,55519173,KIOS RISKI <AND RISKI>,"Jl cumi cumi no 16, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1034,DEFINITE_DUPLICATE,95,MERGE,55856837,KIOS RISKI <AND RISKI>,"Jl. Cumi-cumi no.16, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1035,DEFINITE_DUPLICATE,95,MERGE,55519336,GORENGAN PUTRI <PUTRI WIDYA NATHALIA>,"Jl. Tjambi kallado no. 11 a, RT 1/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1035,DEFINITE_DUPLICATE,95,MERGE,56006951,GORENGAN PUTRI <PUTRI WIDYA NATHALIA>,"jl tjambi kallado, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1036,DEFINITE_DUPLICATE,92,MERGE,55519795,US. JUAL KEBUTUHAN POKOK JLN- AHMAD YANI LAPADDE1 <IWAN>,"US. JUAL KEBUTUHAN POKOK JLN- AHMAD YANI LAPADDE1, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1036,DEFINITE_DUPLICATE,92,MERGE,55939241,US. JUAL KEBUTUHAN POKOK JLN- AHMAD YANI LAPADDE0 <RUSMIAH>,"US. JUAL KEBUTUHAN POKOK JLN- AHMAD YANI LAPADDE0, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1036,DEFINITE_DUPLICATE,92,MERGE,56037041,US. JUAL KEBUTUHAN POKOK JLN- AHMAD YANI LAPADDE <YULIATI>,"US. JUAL KEBUTUHAN POKOK JLN- AHMAD YANI LAPADDE, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1037,PROBABLE_DUPLICATE,85,MERGE,55520036,MENJUAL GORENGAN <FAISAL>,"jl. pinisi, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1037,PROBABLE_DUPLICATE,85,MERGE,55911032,MENJUAL GORENGAN <PARIDA>,"jl. pinggir laut, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1038,DEFINITE_DUPLICATE,95,MERGE,55520383,RUMAH JAHIT NUR IQRAM <ASRIKA>,"Jalan m Arsyad, RT 3/RW 2","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1038,DEFINITE_DUPLICATE,95,MERGE,55617411,RUMAH JAHIT NUR IQRAM <ASRIKA>,"jl muh arsyad no 3B, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1039,DEFINITE_DUPLICATE,92,MERGE,55521113,TOKO ROSE <ROSE KUSUMA DEWI KUSNO>,"jalan pinggir laut, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1039,DEFINITE_DUPLICATE,92,MERGE,55608421,BAJU ROSE <ROSE KUSUMA DEWI KUSNO>,"Jl manungke, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1039,DEFINITE_DUPLICATE,92,MERGE,55676493,BUTIK ROSE <ROSE KUSUMA DEWI KUSNO>,"Jl.manungke, RT 1/RW 8","Nama sangat mirip, alamat/GPS mendukung"
DUP_1040,PROBABLE_DUPLICATE,85,MERGE,55521435,toko Ainun <ANDI FITRIANI>,"jalan. jendral Muhammad yusuf, RT 2/RW 6","Nama sangat mirip, alamat/GPS mendukung"
DUP_1040,PROBABLE_DUPLICATE,85,MERGE,55597118,KIOS AINUN <ANDI FITRIANI>,"Jl. Jendral Muh Yusuf, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1041,DEFINITE_DUPLICATE,88,MERGE,55521766,KIOS CAMPURAN <FITRIANI>,"Jl. Jenderal. M. Yusuf, RT 2/RW 6","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1041,DEFINITE_DUPLICATE,88,MERGE,55552227,KIOS CAMPURAN <FITRIANI>,"Jl. Jenderal. M. Yusuf, RT 2/RW 6","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1041,DEFINITE_DUPLICATE,88,MERGE,55646257,KIOS CAMPURAN <IRWAN>,"Jl m. Yusuf, RT 2/RW 3","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1042,DEFINITE_DUPLICATE,95,MERGE,55521978,KIOS INDAH <HJ. HASLINDA>,"Jalan panca marga, RT 3/RW 3","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1042,DEFINITE_DUPLICATE,95,MERGE,56036383,KIOS LINDA <HJ HASLINDA>,"jalan panca marga, RT 0/RW 0","Nama inti sangat mirip, alamat setara/ GPS sangat dekat"
DUP_1043,PROBABLE_DUPLICATE,85,MERGE,55522302,KIOS AMALIA <AMALIA>,"jl banbu runcing, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1043,PROBABLE_DUPLICATE,85,MERGE,55852334,KIOS JAMALIA <JAMALIA>,"jalan kijang, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1044,PROBABLE_DUPLICATE,88,MERGE,55522987,PENJUAL MAKANAN/MINUMAN <FITRIANI>,"TPI Cempae, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1044,PROBABLE_DUPLICATE,88,MERGE,55761033,PENJUAL MAKANAN/MINUMAN <NURSYIA>,"TPI Cempae, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
DUP_1045,PROBABLE_DUPLICATE,85,MERGE,55523041,KIOS IKAN <KASMAWATI>,"Pasar lekessi, RT 0/RW 0","Nama sangat mirip, alamat/GPS mendukung"
