idsbr,nama_usaha,nama_komersial_usaha,alamat,nama_sls,kodepos,nomor_telepon,nomor_whatsapp,email,website,latitude,longitude,keberadaan_usaha,kdprov,kdkab,kdkec,kddesa
3275757,CV. BERKAH,,JEND. M. YUSUF,,,042128987,,cvberkah3121@gmail.com,,,,1,73,72,010,005
3278065,ALAMJAYA BARA PERMATA,,PERUMAHAN PURI GANDARIA PERMAI,,,082338038358,,alamjayabp.tax@gmail.com,,,,1,73,72,011,001
3278478,TONDONGKURA,,"JL.MATTIROTASI NO.177, TIRO SOMPE",,,,,,,,,1,73,72,011,005
3280218,SHAGA SWASTIKA,,"JL.ANDI MAPPATOLA, UJUNG SABBANG",,,,,,,,,1,73,72,020,003
3281293,TK NEGERI PEMBINA II,,JL. BUMI HARAPAN,,,085241637742,,Deafrastcella1903@gmail.com,,,,1,73,72,011,002
3282133,LBH CITRA KEADILAN PAREPARE,,JALAN PANORAMA INDAH,,,081342594060,,saharuddin0203@gmail.com,,,,1,73,72,020,004
3289972,PERTAMINA PATRA NIAGA,,JL. H. A. M. ARSYAD,,,0215209009,,patraniaga.parepare@gmail.com,,,,1,73,72,030,006
3291159,SRI BANGUN BERSAMA,,JL SINGA,,,081241350006,,rahimhusain240368@gmail.com,,,,1,73,72,020,001
3291640,ANDI MUZAKKIR AQIL,,JL. ABU BAKAR LAMBOGO,,,085399993767,,yayasanandimuzakkiraqil@gmail.com,,,,1,73,72,030,004
3292951,PARE BEACH HOTEL,,JL BAU MASSEPE,,,082292161955,,uche.q.nyompa@gmail.com,,,,1,73,72,011,006
3295557,MURAH REZEKI WISATA,,JL USMAN ISA,,,082346961128,,wahidin_nurul@yahoo.co.id,,,,1,73,72,020,002
3295699,"RAYA MOTOR, CV",RAYA MOTOR,JL. VETERAN NO. 25,,,08124202007,,rayaparepare@gmail.com,,,,1,73,72,020,002
3297770,BUANA RAYA SAKTI SAMUDRA,,JL BAU MASSEPE,,,042121058,,icallebu@yahoo.com,,,,1,73,72,020,001
3299102,MULYA SEDERHANA,,"JL.H.AGUSSALIM LORONG I NO.5 RT.02 RW.02, TIRO SOMPE",,,,,,,,,4,73,72,011,005
3301451,BONE MAS AGUNG,,"JL.ANDI MAKKASAU NO.118, LAKESSI",,,,,,,,,1,73,72,030,002
3301456,MUTMAINNAH,,"JL.JEND AHMAD YANI KM.3 NO.190 A, LAPADDE",,,,,,,,,1,73,72,020,005
3301801,HSN PERSADA,,"JL. PENDIDIKAN NO.145 RT.001 RW.004, BUKIT HARAPAN",,,0421-27195,,,,,,1,73,72,030,007
3302508,RACHMAT,,"JL. KETRAMPILAN NO.5, CAPPAGALUNG",,,042124233,,cv.rahmat802@gmail.com,,,,1,73,72,011,
3304798,SUMBER CAHAYA PARE,,JL A MAKASSAU,,,0421-21018,,sumbercahayapare@gmail.com,,,,1,73,72,030,001
3304979,MUHAMMADIYAH RUMAH BERSALIN SITTI KHADIJAH,,"JL. PETTANA RAJENG NO. 5, UJUNG SABBANG",,,,,st.khadijahpare@gmail.com,,,,1,73,72,020,003
3306344,NINDYA - SEJAHTERA KSO,,JL CUMI CUMI,,,042121050,,pajak.wil5@gmail.com,,,,1,73,72,020,001
3306637,FAJAR MANDIRI,,JL MULTAZAM,,,08124212318,,fajarmandiri1969@gmail.com,,,,1,73,72,011,002
3311189,YUSMA VISION PARE,,JL MUHAMMADIYAH,,,042127222,,yusmavisionpare@yahoo.co.id,,,,1,73,72,030,004
3312229,MOJONG MITRA MAJU,,JL BUMI HARAPAN,,,04213381814,,mojongpare@yahoo.com,,,,1,73,72,011,002
3312704,FAUZY SYAHPUTRA,,"JL. JEND. A. YANI KM.05 RT.01 RW.07, LAPADDE",,,081343880004,,rulqadri23@gmail.com,,,,1,73,72,020,005
3320704,PALKA PANCA INDAH,,"JL. H.AGUSSALIM NO.198, LABUKKANG",,,,,,,,,1,73,72,020,001
3321002,GRAHA ANDHIKA PRATAMA,,JL GARUDA WEKKE'E,,,081355355553,,ahmadmahadi1989@gmail.com,,,,1,73,72,010,005
3322424,KELOMPOK SWADAYA MASYARAKAT SEJAHTERA,,JL MELINGKAR WEKKEE,,,082195838310,,,,,,1,73,72,010,004
3323942,PARES TRANSIT,,"JL.BASO DG.PATOMPO NO.11, UJUNG SABBANG",,,085342531421,,cv.parestransit@gmail.com,,,,1,73,72,020,003
3326425,DIRAH,,JL PERUMAHAN BTN BUKIT INDAH,,,085342027771,,cv.dirah@gmail.com,,,,1,73,72,030,005
3327478,TIARA UTAMA MANDIRI,,JL. BAU MASSEPE,,,085250646208,,tiarautamamandiri150@gmail.com,,,,1,73,72,011,
3328426,KELOMPOK TANI SEHATI MATALIE,,JL PINGGIR LAUT,,,085299412856,,KELOMPOKTANISEHATI@GMAIL.COM,,,,1,73,72,011,001
3328830,KHANSA TRAVEL,,JL SYAMSUL BAHRI,,,042122328,,khansa_faqihah@yahoo.co.id,,,,1,73,72,011,006
3329241,JAYA SEJAHTERA,,JL. JEND. M. YUSUF,,,082187244888,,hersom.yusuf@gmail.com,,,,1,73,72,010,005
3329796,MABBALUK,,JL BUKIT INDAH,,,085213836009,,papua_jayapura@yahoo.com,,,,1,73,72,030,005
3334567,NURYANTI,,"JL A CAMMI RUKO NO 4, MALLUSETASI",,,081355281007,,nuryanti1234@icloud.com,,,,1,73,72,020,002
3336059,ASHAR,,"MALEO BTN PERUMNAS WEKKE E BLOK F59, LOMPOE",,,081-52533560,,,,,,1,73,72,010,004
3338996,UJUNG LIMA CABANG PAREPARE,,"JL.SULAWESI NO.52 TLP.23692 FACS.21681 NO 52, UJUNG SABBANG",,,,,,,,,4,73,72,020,003
3339521,DANA PUTRA LITHA MANDIRI,,"JL.BAU MASSEPE NO.280, LABUKKANG",,,0421.27668,,,,,,1,73,72,020,001
3340002,CITRA UTAMA,,"JL.H.A.M. ARSYAD BTN PATTUKKU INDAH BLOK B / 14 RT.01 RW.02, WATTANG SOREANG",,,,,rekananpajak@gmail.com,,,,1,73,72,030,006
3341109,YAYASAN KASIH ADLI AZ ZAHRA,,BUKIT MADANI,,,,,andicitra374@gmail.com,,,,1,73,72,020,005
3346704,TIRTA RAHMAN,,JL. INDUSTRI KECIL,,,6282193544660,,rosi.tirtarahman@gmail.com,,,,1,73,72,030,005
3350036,TORAJA YAGRO WISATA,,JL JEND.AHMAD YANI,,,042124234,,torajayagrowisata@gmail.com,,,,1,73,72,020,004
3352053,PERUSAHAAN PERSEROAN (PERSERO) PELABUHAN INDONESIA IV,,JL TARAKAN,,,042121635,,parepare.keuangan@gmail.com,,,,1,73,72,020,003
3352682,PANITIA PENGAWAS PEMILIHAN UMUM KOTA PAREPARE,,JL. TAMAN MAKAM PAHLAWAN PACCEKE,,,082344880666,,,,,,1,73,72,011,003
3353528,MEGA SARI,,JL. KESUMA NO. 10 RT. 001 RW. 002,,,0853979034,,amranpare75@gmail.com,,,,1,73,72,010,
3353674,GREENLAND SULAWESI,,"JL. JEND. SUDIRMAN NO. 184, LAPADDE",,,042128647,,,,,,1,73,72,020,005
3354696,SANJAYA PRIMA CITRA ABADI,,"BTN BUKIT PAREPARE PERMAI, BUKIT INDAH",,,,,,,,,1,73,72,030,005
3355128,MITRA RAHMAH UTAMA,,"JL.ANDI CAMMI NO.2 F, MALLUSETASI",,,0421 21114,,ayuistikarini774@gmail.com,,,,1,73,72,020,002
3356911,KOSMAN BROTHER ENGINEER CONSULTAN,,JL. ARUNG MAMPI,,,085241166621,,,,,,1,73,72,011,001
3357327,SAKTI INDAH PERSADA,,PERUMAHAN BTN GERIYA PEMULANG PERMAI,,,082350565476,,andiismailsaleh802@gmail.com,,,,1,73,72,010,004
3360048,REZKY TEHNIK,,PERUMAHAN BTN BATARA GURU,,,081343772205,,reskytehnik767@yahoo.com,,,,1,73,72,010,004
3360160,NURYANTI WISATA UTAMA,,JL. ANDI CAMMI NO. 04 RT. 001 RW. 002,,,0421-28171,,cvnuryantitravel92@yahoo.com,,,,1,73,72,020,002
3362669,NATIONAL PARALYMPIC COMMITTE (NPC),,"KOMPLES SLB (SEKOLAH LUAR BIASA), JL. MELINGKAR",,,081343647827,,takdirmude@mailnesia.com,,,,1,73,72,030,007
3362792,CIVARCH ENERGY INDONESIA,,"JL. IRIAN NO. 3 RT.009 RW.010, UJUNG SABBANG",,,081322205835,,,,,,1,73,72,020,003
3364235,PENGURUS PBSI PAREPARE,,BAU MASEPPE BTN PONDOK INDAH,,,082190520965,,pbsiparepare@outlook.com,,,,1,73,72,030,003
3364414,AMAL JAYA,,"JL. MANGGA NO.14, LABUKKANG",,,,,cvamaljaya06@gmail.com,,,,1,73,72,020,001
3364854,PARTAI PEMERSATU BANGSA,,JL. ABU BAKAR LAMBOGO,,,082290704480,,,,,,1,73,72,030,004
3364859,BINA JASA PERSADA PARE,,JALAN ATLETIK,,,081354654455,,binajasper2019@yahoo.com,,,,1,73,72,020,004
3367150,BINTANG MITRA BAHAGIA,,JL SULAWESI,,,085395858237,,amransaid1970@gmail.com,,,,1,73,72,020,003
3367697,ZAHIRA SHARES,,"JL. ATLETIK NO.22, KAMPUNG BARU",,,0421-26261,,,,,,1,73,72,011,006
3367700,MARI BANGUN PERSADA,,"JL. BERINGIN NO.22 RT.001 RW.001, BUMI HARAPAN",,,081257444494,,,,,,1,73,72,011,002
3367924,FAUZAN PRATAMA,,"JL. JEND. AHMAD YANI KM.5 LR.3 RT.001 RW.007, LAPADDE",,,081242808970,,,,,,1,73,72,020,005
3368238,FATIMAH LESTARI,,JL. BAU MASSEPE,,,042122651,,,,,,1,73,72,011,
3369724,ARJUNA CORPORATION,,"BTN SAO ASRI BLOK D2 NO.7, LAPADDE",,,,,cvarjunacorporation@gmail.com,,,,1,73,72,020,005
3371383,BUNDARAN EMAS,,JL GELORA MANDIRI,,,082346923709,,emasbundaran@gmail.com,,,,1,73,72,010,004
3371894,ZAKIAH DINA TAYYIBAH,,"JL.JEND.A.YANI NO.190, LAPADDE",,,042122448,,u.ch.eq.n.y.o.mpa@gmail.com,,,,1,73,72,020,005
3373042,SENTOSA TRADING COY.,,"JL.RUSA NO.19, LABUKKANG",,,,,,,,,1,73,72,020,001
3374302,HIMPUNAN PELAJAR MAHASISWA INDONESIA (HIPMI PARE),,JL SULOLIPU,,,085339162089,,pphipmipare@gmail.com,,,,1,73,72,020,003
3375562,TAEKWONDO PAREPARE,,JL. H. A. M. ARSYAD,,,08124271815,,fsal.tangkab.a@gmail.com,,,,1,73,72,030,006
3380739,RESKY SYIFA SEJAHTERA,,JL. PANCASILA UTARA,,,08114444385,,,,,,1,73,72,020,004
3381006,SANREGO,,"JL. H. AGUSSALIM NO. 131, KAMPUNG BARU",,,,,,,,,1,73,72,011,006
3382002,BIAS MONARCHY KONSULTAN,,JL. JEND. SUDIRMAN RT. 000 RW. 000,,,,,CHERIL@WASKON3.COM,,,,1,73,72,030,006
3382167,RESKY SYIFA GLOBAL,,PERUM. GRIYA MUTMAINNA A/12,,,0811419985,,pt.reskysyifaglobal@gmail.com,,,,1,73,72,010,004
3383573,ANDALUSIA INSTITUTE,,JL ATLETIK,,,081343720477,,943969568802000@yopmail.com,,,,1,73,72,011,006
3384480,PT. ARANVI,,JL JEND. AHMAD YANI,,,0421-21600,,pt.aranvi@yahoo.co.id,,-4.012442,119.62152,1,73,72,020,005
3384481,SULTAN,,PERUMAHAN BTN SAO ASRI,,,04213311475,,cvsultandiraputra@gmail.com,,,,1,73,72,020,005
3384510,BERINGIN MANDIRI PARE PERDANA,,JL BERINGIN (KOMP. BTN BLOK C/12),,,042124047,,beringinmandiri@yahoo.co.id,,,,1,73,72,011,002
3384754,TERAS EMPANG SALOKARAJAE PARE,,JL ANDI DEWANG,,,085397580036,,newterasempang01@gmail.com,,,,1,73,72,011,003
3385088,MARIO RIO,,JL ANDI MAKKASAU TIMUR,,,085299825274,,tiarachan27@yahoo.com,,,,1,73,72,030,004
3387468,SINAR SOSRO,,JALAN GELORA MANDIRI WEKKE'E PAREPARE,,,0411511262,,tsa_scm4@sosro.com,,,,1,73,72,010,004
3388357,COCA-COLA DISTRIBUTION INDONESIA,,"JL. MESJID RAYA NO. 7, UJUNG SABBANG",,,,,mks_ccdi802@ccamatil.com,,,,1,73,72,020,003
3389307,FORUM OLAHRAGA MASYARAKAT,,JL. H. A. MUH. ARSYAD,,,081242411943,,,,,,1,73,72,030,007
3390276,KELOMPOK WANITA TANI MASSENREMPULU,,JL. WIRABUANA,,,082377780078,,massenrempulukwt@yopmail.com,,,,1,73,72,020,005
3392339,TIMUR JAUH,,"JL. LASIMING NO. 11, UJUNG BULU",,,,,cvtimurjauh@gmail.com,,,,1,73,72,020,004
3392383,YUREA WIRA KARYA WISATA,,JL. DAMPARINI,,,085342068880,,nurlailahwahidin19998@gmail.com,,,,1,73,72,020,002
3392553,MAHESWARA ANDROMEDA PERSADA,,JL MUH ARSYAD,,,081316044455,,muhyusufpares@yahoo.com,,,,1,73,72,030,002
3393668,KELOMPOK TANI LOMPAGAM,,JL BUKIT MADANI KM 3,,,082334333324,,abdhakim31121958@gmail.com,,,,1,73,72,020,005
3394645,HAJI LA TUNRUNG AUTHORIZED MONEY CHANGER,,"JL. ST. HASANUDDIN NO. 21, UJUNG SABBANG",,,0421-21104,,hajailatunrung@gmail.com,,,,1,73,72,020,003
3406019,WISATA RAUDHATUL ANNUR,,JL. PELITA TENGGARA NO. 4,,,081342074754,,wisataraudhatul77@gmail.com,,,,1,73,72,020,004
3407108,PAULINA,,"KOMPLEKS TERMINAL INDUK PAREPARE (73.72.010.001. NO 003.0111), LUMPUE",,,,,026164061@mailinator.com,,,,1,73,72,011,001
3410975,BERKAT RESTU BUNDA,,JL BAU MASSEPE (CAHAYA UJUNG BARU),,,082345386116,,BERKATRESTUBUNDA@GMAIL.COM,,,,1,73,72,011,
3411735,BUNGA MAKKA INDONESIA,,JALAN H. ABU BAKAR NOMOR 7,,,085298350130,,Bungamakka.id@gmail.com,,,,1,73,72,020,003
3412065,GENERASI MILENIAL PAREPARE,,JL BAU MASSEPE,,,083132589492,,saifulsukri88@gmail.com,,,,1,73,72,020,001
3412307,SEGI TIGA EMAS,,JL LASINRANG,,,0421021208,,u.che.qnyo.m.pa@gmail.com,,,,1,73,72,030,002
3412327,LARISA NIRWANA UTAMA,,JL MATTIROTASI,,,04212918748,,uch.eqnyo.m.p.a@gmail.com,,,,1,73,72,011,005
3412786,HOTEL PARE WISATAMAS,,"JL. SULAWESI NO.8, UJUNG SABBANG",,,,,pt.hotelparewisatamas@yopmail.com,,,,1,73,72,020,003
3415752,DUA PUTRA,,"JL JEND SUDIRMAN NO 50 KAMPUNG MANDAR RT.001 RW.004, BUMI HARAPAN",,,085299959101,,,,,,1,73,72,011,002
3417384,LIMA SEMBILAN TAMIA CELEBES,,"JL.A.MAKKASAU NO.117, LAKESSI",,,,,,,,,1,73,72,030,002
3418123,MARWAH CIPTA PRATAMA,,JL BUKIT MADANI,,,082396288888,,marwah.cipta.pratama01@gmail.com,,,,1,73,72,020,005
3419900,ARCONINDO ELECTRIC,,"JL. H. A. ARSYAD NO. 76, BUKIT INDAH",,,0421-28318,,jamaluddinpares@yahoo.co.id,,,,1,73,72,030,005
3420082,PERKEMI KOTA PAREPARE,,JL LATASSAKKA TONRANGAN,,,081355612772,,perkemipare@gmail.com,,,,1,73,72,011,001
3420337,MEGA AUTO FINANCE,,"JL. BAU MASSEPE NO. 199, KAMPUNG BARU",,,0421-3312347,,pajak151@maf.co.id,,,,1,73,72,011,006
3420411,PRATOMO PUTRA TEKNIK,,"JL.LAPANSIUN NO.6, UJUNG SABBANG",,,25408,,cv.pratomo@yahoo.com,,,,1,73,72,020,003
3420829,TRI HASTA BANGUN PERSADA,,"JL.JURUSAN SIDRAP LAPADDE, LAPADDE",,,,,,,,,1,73,72,020,005
3421318,TASMIN,,"JL. SYAMSUL BAHRI NO.3, LABUKKANG",,,,,pt.tasmin@gmail.com,,,,1,73,72,020,001
3424270,VIHARA KASIH MAITREYA,,JALAN PETTANARAJENG,,,082292696589,,viharakasihmaitreyaparepare@gmail.com,,,,1,73,72,030,003
3426486,YUSLIM PRIMA PIONIER,,"JL. MAWAR NO.4, MALLUSETASI",,,,,,,,,1,73,72,020,002
3428583,LUWU RAYA PETROLEUM,,"JL.BAU MASSEPE (GERBANG PERBATSAN PAREPARE-BARRU), LUMPUE",,,0411832583,,luwurayapetroleum@gmail.com,,,,1,73,72,011,001
3429974,LSM SIPAKAINGE,,SAWI,,,081354308850,,sipakainge255@gmail.com,,,,1,73,72,030,003
3430559,TRIPUTERA GUNA MANDIRI ( SPBU LUMPUE ),,"JL.BAU MASSEPE NO.139, LUMPUE",,,,,,,,,1,73,72,011,001
3431729,PELAYARAN NASIONAL INDONESIA,,JL. LASIMING,,,21017-24709,,pare-pare@pelni.co.id,,,,1,73,72,020,004
3431945,ULDYNAL MOTOR,,JL. BAU MASSEPE,,,082344442088,,uldynalmotor177@gmail.com,,,,1,73,72,011,003
3432705,TRANS MITRA MUSAFIR,,JL. PINGGIR LAUT PAREPARE,,,085255087654,,muhammad1969@yahoo.com,,,,1,73,72,020,002
3442223,INDO TEKNIK,,JL. H. AGUSSALIM NO. 54F,,,08114228080,,itwork821@gmail.com,,,,1,73,72,011,005
3448012,SATRHIL LANIGA INTERMEDIA,,JALAN JENDERAL SUDIRMAN NO. 162,,,081342635716,,timeberita@gmail.com,,,,1,73,72,011,002
3449215,ALL PUTRA,,JALAN KALIMANTAN,,,085256088109,,allputra9393@gmail.com,,,,1,73,72,020,003
3450259,RANI DIRGA,,JL. AHMAD YANI KM.6 BTN PEPABRI,,,081294449432,,,,,,1,73,72,020,005
3450518,BHINNEKA KARYA UTAMA,,JL WT. BACUKIKI,,,089619291066,,cvbku2020@gmail.com,,,,1,73,72,011,001
3454728,FORUM KOMUNIKASI PUTRA PUTRI PURNAWIRAWAN DAN PUTRA PUTRI TNI-POLRI PAREPARE,,JL BAU MASSEPE,,,085242369600,,fkppiparepare1912@gmail.com,,,,1,73,72,011,003
3457057,MAPPATUJU GLOBAL NUSANTARA,,JL. KESUMA NO. 20,,,081354673380,,Yulithaaseng27@gmail.com,,,,1,73,72,011,006
3458836,PARE INDAH MOTOR,,JL. H. ANDI MUH. ARSYAD NO. 43,,,0811417789,,pareindahmotor@gmail.com,,,,1,73,72,030,006
3461399,R2 PHONE ELEKTRONIK DAN FURNITURE,,JL. SULTAN HASANUDDIN,,,081355297999,,irvinr2r2@gmail.com,,,,1,73,72,020,003
3462874,ABE JAYA PROPERTI,,"JL. KEBUN SAYUR, BTN GRIYA PONDOK INDAH BLOK A",,,082313245678,,abproperty230@gmail.com,,,,1,73,72,030,005
3463485,LKP ANANDA LESTARI,,JL. ANDI MAKKASAU,,,082196549799,,anandalestari789@gmail.com,,,,1,73,72,030,004
3467388,NUR YASMIN USRA,,JL KESUMA TIMUR(SAMPING MASJID NUR YASMIN),,,081242266748,,nuryasminusra@yahoo.com,,,,1,73,72,011,006
3467433,PRIMA UNGGAS CELEBES,,JL H AGUSSALIM,,,082323242378,,puc_pare@yahoo.com,,,,1,73,72,011,005
3474840,KOMUNITAS PELAUT SE-AJATAPPARENG,,JL H MUH ARSYAD (BTN SOREANG PERMAI),,,082174652971,,mhdtajuddin22pare@yahoo.com,,,,1,73,72,030,006
3476371,LEMBAGA PENDIDIKAN KETERAMPILAN TUNAS BANGSA,,"JL.A. MAKSSAU TIMUR NO.152, UJUNG BARU",,,042121738,,yay.lem.tunasbangsa@gmail.com,,,,1,73,72,030,003
3476763,TIGA NURCAHAYA PAREPARE,,JL GURU M.AMIN,,,085397777075,,pttiganurcahaya@gmail.com,,,,1,73,72,030,003
3482000,MAJELIS DAERAH KAHMI KOTA PAREPARE,,PERUM BTN BUKIT INDAH,,,08124163080,,mastiaheces@gmail.com,,,,1,73,72,030,005
3482166,PASPINDO UTAMA,,"JL. BUKIT MADANI TIMUR KM 3 RT.001 RW.004, LAPADDE",,,0811425568,,032482002@mailinator.com,,,,1,73,72,020,005
3483707,ABDI JASA PERSADA,,"JL. ST. HASANUDDIN NO. 17 PAREPARE, UJUNG SABBANG",,,,,,,,,1,73,72,020,003
3484214,LAMARIO,,JL. LAONDENG (LORONG MASJID BABUSSYUHADA),,,082393471151,,alghazalisyam@gmail.com,,,,1,73,72,030,005
3485584,BINTANG REZKI AMANAH,,KOMP. BERLIAN PATTUKKU INDAH BLOK B NOMOR 2,,,085398380967,,bintangrezkiamanah@yahoo.com,,,,6,73,72,030,006
3488445,MAHA KARYA CIPTA PERKASA,,PERUMAHAN GRAND SAHARA,,,085299806435,,cv.mahakarya2016@gmail.com,,,,1,73,72,010,004
3489021,INSANI PERS UTAMA,,JL GANGGAWA,,,085242584728,,Mattjangi@yahoo.com,,,,1,73,72,020,004
3490450,MAJELIS TAKLIM AL-BANJAR H. LAHADDAD,,JL LAPANSIUNG,,,081342995918,,zainalz21@yahoo.com,,,,1,73,72,020,003
3490664,IDETA SYLA MANDIRI,,JL BERINGIN KOMPLEKS BTN,,,082292676890,,idetastylamandiri@gmail.com,,,,1,73,72,011,002
3493831,YAYASAN PENDAMPINGAN KESEHATAN TERPADU,,JL. JEND. A.YANI,,,,,mendozaarmando1984@gmail.com,,,,1,73,72,020,005
3494345,PASMA MANDIRI PERTAMA,,JL ABD. KADIR,,,042128657,,ptpasmamandiripertama@gmail.com,,,,1,73,72,020,002
3494677,DEWAN MASJID INDONESIA KOTA PAREPARE,,JALAN AHMAD YANI KM.2 MASJID AGUNG LT.1,,,082347199792,,JUWITAPARES@GMAIL.COM,,,,1,73,72,030,003
3502626,AJRUN UTAMA,,JALAN AHMAD YANI,,,0811421446,,achmadimede@gmail.com,,,,6,73,72,030,003
3503931,AR-RISALAH,,"JL. SAKINA KOMPLEKS PONPES HIDAYATULLAH RT.001 RW.003, BUMI HARAPAN",,,042126700,,arrisalah@yahoo.com,,,,1,73,72,011,002
3504344,SMART NEWS CELEBES,,JL USMAN ISA,,,081243898890,,ancha.79@yahoo.com,,,,1,73,72,020,002
3505109,GARUDA COLLEGE,,JALAN H M ARSYAD,,,042122460,,garudaparepare@gmail.com,,,,1,73,72,030,005
3508557,JALARAYA MINERAL BERSAMA,,JALAN BAU MASSEPE,,,085242502208,,jalarayamb@gmail.com,,,,1,73,72,011,003
3509793,SABAR,,JALAN MAMASA,,,081355493445,,cv.sabar03@gmail.com,,,,1,73,72,030,005
3510612,ANUGRAH PERMATA BERSAUDARA,,JLN BAU MASSEPE NO.428/430,,,08114214518,,anugrahpermatabersaudara@gmail.com,,,,1,73,72,020,002
3515263,WAHYU BERSAUDARA,,JALAN IRIAN,,,085397228833,,wahyuki579@gmail.com,,,,1,73,72,020,003
3515778,LEMBAGA KURSUS DAN PELATIHAN (LKP) ANNUR,,JL MALEO,,,085259503476,,Lkpannur35@gmail.com,,,,1,73,72,010,004
3520735,TELEKOMINDO LINTAS AJATAPPARENG,,"JL. PETTA ODDO LR. TITANG NO.8 ( AN. SUPARDI ) RT.002 RW.005, WATTANG SOREANG",,,,,telekomindopare@yahoo.com,,,,1,73,72,030,006
3525217,TP. PKK KOTA PAREPARE,,ABDUL JALIL,,,085298881772,,pareparepkk@gmail.com,,,,1,73,72,020,002
3525950,PASIFIC JAYA,,BTN KELAPA GADING,,,085399097723,,pasificjayacv@gmail.com,,,,1,73,72,011,002
3530859,LEMBAGA PENDIDIKAN GUPPI,,"JL. SWAKA ALAM LESTARI, BUMI HARAPAN",,,,,lembagapendidikanguppi@gmail.com,,,,1,73,72,011,002
3532452,NUR ISMAIL PUTRA,,JL PETTA ODDO,,,0817736288,,nurismailputra01@gmail.com,,,,1,73,72,030,006
3532747,BOSOWA BERLIAN MOTOR,,"JL MAWAR, LABUKKANG",,,081386710186,,pre.bbm.pjk@gmail.com,,,,1,73,72,020,001
3538942,PT. DUTA NANGGALA RAYA,,JL LAONDENG (DEKAT MASJID BABU SYADAA),,,085398432107,,algahzalisyam@gmail.com,,,,1,73,72,030,005
3539353,MEDIA MEGA DALLE,,JALAN KETILANG,,,085298447564,,akarberita.megadalle@gmail.com,,,,8,73,72,030,003
3541129,KSM BERKAH,,JL JATI PUTIH,,,085292485020,,berkahksm@ymail.com,,,,1,73,72,011,002
3544582,FIRMAN CITRA ABADI,,"JL PATTUKKU BLOK E NO 2 RT.004 RW.004, WATTANG SOREANG",,,085343816144,,,,,,1,73,72,030,006
3546132,DUTA NANGGALA RAYA,,JALAN LAONDENG,,,085330809685,,alghazalisyam@gmail.com,,,,1,73,72,030,005
3546178,LEMBAGA KAJIAN STRATEGIS PUBLIK POROS (LKSP-POROS),,JL.LAUPE KOMP.PERUMNAS TEKNIK UMPAR,,,042128611,,lksp_poros@yahoo.co.id,,,,1,73,72,030,007
3546597,SYANUR JAYA,,BTN LAPADDE MAS,,,085242510207,,cv.syanurjaya@gmail.com,,,,1,73,72,020,005
3548637,KELUARGA TABARAK AT TAUHID,,JL LANU'MANG,,,085255547336,,tabarak.attauhidpare2@gmail.com,,,,1,73,72,020,001
3548822,MUTMAINNAH INDAH,,PERUMAHAN BTN TIMURAMA,,,0811448979,,Mutmainnahindahpt@gmail.com,,,,1,73,72,010,004
3550113,MULYA REZKI,,"JL.ABUBAKAR LAMBOGO NO.34 A, UJUNG LARE",,,,,,,,,1,73,72,030,004
3550562,BUDI PERKASA,,"JL.ANDI MAKKASAU TIMUR NO.190 B TLP.24172, UJUNG BARU",,,,,,,,,1,73,72,030,003
3550802,PUSAT KOPERASI PEGAWAI NEGERIKOTAMDYA PAREPARE ( PKPN ),,"JL.ABDUL KADIR NO. 21, LABUKKANG",,,,,pkpriparepare@gmail.com,,,,1,73,72,020,001
3555162,SIMPAN PINJAM SIPATUWO,,JL MATTIROTASI,,,081242279049,,sipatuwokoperasi@gmail.com,,,,1,73,72,011,
3555991,SERBA USAHA TUNAS WAJO,,"JL. OPU DG. RISAJU NO. 4 RT.002 RW.001, UJUNG LARE",,,085239663579,,tunaswajoksu@gmail.com,,,,1,73,72,030,004
3557891,KARYA SAKTI MANDIRI,,"JL.ABDUL JALIL NO.18, LUMPUE",,,,,karyasaktim@gmail.com,,,,1,73,72,011,001
3559745,KOSONG SATU INDONESIA,,JALAN JEND. M. YUSUF NOMOR 5,,,085243655005,,kosongsatupare@gmail.com,,,,1,73,72,010,003
3560954,KAOSTA SUKSES MULIA,,JALAN M KURDI NOMOR 24,,,085396390618,,u.ch.eq.n.y.o.m.pa@gmail.com,,,,1,73,72,020,004
3564222,AZ PERDANA,,JL. GELATIK,,,085394113283,,az.perdana061@gmail.com,,,,1,73,72,010,005
3567186,LEMBAGA KURSUS DAN PELATIHAN (LKP) ANNISA,,JL CENDRAWASIH PERUMNAS,,,085395888919,,yaylkpannisa@gmail.com,,,,1,73,72,010,005
3573093,LEMBAGA KURSUS DAN PELATIHAN (LKP) MANDIRI,,JL ARUNG MAMPI LR MANUNGGAL,,,085255630555,,oppopare77@gmail.com,,,,1,73,72,011,001
3573105,LPPL RADIO SUARA BANDAR MADANI KOTA PAREPARE,,JL. PANORAMA,,,0811424600,,arwahrahman@gmail.com,,,,1,73,72,020,004
3574607,SERBA JAYA,,JL H MUKADDAS LR I,,,0421 2915854,,cv.serbajaya@hotmail.com,,,,1,73,72,010,004
3579525,DIRGA TRI PUTRA,,JL. MANGGA TENGAH,,,081233333235,,dirgatriputra21@yahoo.com,,,,1,73,72,020,001
3581002,INDACO WARNA DUNIA,,JL BAMBU RUNCING,,,08124245408,,parepare.iwd@indaco.id,,,,1,73,72,011,002
3587014,SAROMASE INTI KARYA,,JL ABUBAKAR LAMBOGO,,,085341122956,,bhima_as@yahoo.co.id,,,,1,73,72,030,004
